,Unnamed: 0,release_date,Title,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,Director,Writer,Actors,Runtime,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,BoxOffice
1803,1804,10/29/2004,Birth,20000000,5005899,14603001,New Line,R,Drama,Jonathan Glazer,"Jean-Claude Carrière, Milo Addica, Jonathan Glazer","Nicole Kidman, Cameron Bright, Lauren Bacall",100 min,English,"United States, United Kingdom, Germany",2 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BZTIzMjViOWItMjdhYy00MjE0LWI2ZjEtYTJmZTg2YzM1MWFmXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_SX300.jpg,51,6.2,"38,475","$5,095,038 "
1804,1805,8/26/2016,Hands of Stone,20000000,4712792,5032013,Weinstein Co.,R,Drama,Jonathan Jakubowicz,Jonathan Jakubowicz,"Edgar Ramírez, Usher, Robert De Niro",111 min,"English, Spanish","Panama, United States",N/A,https://m.media-amazon.com/images/M/MV5BMjQxNzE4ODU1Nl5BMl5BanBnXkFtZTgwMDA4Njk0ODE@._V1_SX300.jpg,54,6.6,"17,256","$4,712,792 "
1805,1806,10/3/2008,Flash of Genius,20000000,4442377,4504111,Universal,PG-13,Drama,Marc Abraham,"Philip Railsback, John Seabrook","Greg Kinnear, Lauren Graham, Alan Alda",119 min,"English, Spanish","Canada, United States",1 win,https://m.media-amazon.com/images/M/MV5BMTI5MDI0NDAxOV5BMl5BanBnXkFtZTcwNzk4ODk3MQ@@._V1_SX300.jpg,57,7,"17,630","$4,442,377 "
1806,1807,11/21/2007,I’m Not There,20000000,4017609,12397613,Weinstein Co.,R,Drama,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1807,1808,10/24/2008,"Synecdoche, New York",20000000,3083538,4383538,Sony Pictures Classics,R,Drama,Charlie Kaufman,Charlie Kaufman,"Philip Seymour Hoffman, Samantha Morton, Michelle Williams",124 min,"English, German",United States,8 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BMjA0MjIyOTI3MF5BMl5BanBnXkFtZTcwODM5NTY5MQ@@._V1_SX300.jpg,67,7.5,"96,217","$3,083,538 "
1808,1809,11/3/2017,LBJ,20000000,2468683,2507181,Electric Entertainment,R,Drama,Rob Reiner,Joey Hartstone,"Woody Harrelson, Michael Stahl-David, Richard Jenkins",98 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMzM2Njg5NDU4MF5BMl5BanBnXkFtZTgwMDMwMTQ1MzI@._V1_SX300.jpg,54,6.5,"7,459","$2,470,979 "
1809,1810,10/29/1999,Mononoke-hime,20000000,2374107,150350000,Miramax,PG-13,Action,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1810,1811,3/19/2004,Bon Voyage,20000000,2353728,8361736,Sony Pictures,PG-13,Comedy,Jean-Paul Rappeneau,"Jean-Paul Rappeneau, Patrick Modiano, Jérôme Tonnerre","Isabelle Adjani, Gérard Depardieu, Virginie Ledoyen",114 min,"French, German, English, Italian",France,7 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTQ1ODE4MzE2MF5BMl5BanBnXkFtZTcwODc1MzUyMQ@@._V1_SX300.jpg,68,6.7,"4,998","$2,503,286 "
1811,1812,11/13/2015,My All-American,20000000,2246000,2246000,Clarius Entertainment,PG,Drama,Angelo Pizzo,"Angelo Pizzo, Jim Dent","Aaron Eckhart, Finn Wittrock, Robin Tunney",118 min,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTU3ODA0MjI0Ml5BMl5BanBnXkFtZTgwNTUwNDQxNjE@._V1_SX300.jpg,34,7.1,"7,058","$2,246,000 "
1812,1813,8/22/2003,Marci X,20000000,1646664,1646664,Paramount Pictures,R,Comedy,Richard Benjamin,Paul Rudnick,"Lisa Kudrow, Damon Wayans, Richard Benjamin",84 min,English,"Germany, United States",4 nominations,https://m.media-amazon.com/images/M/MV5BMTc0MzA1ODg0M15BMl5BanBnXkFtZTYwNzUwNTM3._V1_SX300.jpg,20,2.9,"5,432","$1,648,818 "
1813,1814,12/6/2002,Equilibrium,20000000,1190018,5345869,Miramax/Dimension,R,Action,Kurt Wimmer,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson",107 min,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_SX300.jpg,33,7.3,"341,897","$1,203,794 "
1814,1815,4/29/2011,Dylan Dog: Dead of Night,20000000,1186538,6093725,Omin/Freestyle,PG-13,Horror,Kevin Munroe,"Thomas Dean Donnelly, Joshua Oppenheimer, Tiziano Sclavi","Brandon Routh, Aníta Briem, Sam Huntington",107 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTM4ODE1OTU3NF5BMl5BanBnXkFtZTcwMzY2MTEwNQ@@._V1_SX300.jpg,31,5.1,"15,507","$1,186,538 "
1815,1816,5/23/2008,The Children of Huang Shi,20000000,1031872,8221700,Sony Pictures Classics,R,Drama,Roger Spottiswoode,"Jane Hawksley, James MacManus, Simon van der Borgh","Jonathan Rhys Meyers, Radha Mitchell, Chow Yun-Fat",125 min,"English, Japanese, Mandarin","Australia, China, Germany, United States",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTM2MTM3MjM4NV5BMl5BanBnXkFtZTcwNDI1MzA3MQ@@._V1_SX300.jpg,49,7,"9,894","$1,031,872 "
1816,1817,10/20/2000,The Yards,20000000,882710,2282710,Miramax,R,Drama,James Gray,"James Gray, Matt Reeves","Mark Wahlberg, Joaquin Phoenix, Charlize Theron",115 min,"English, Spanish",United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOGIwYjRmZDgtYzYyNy00ZTdkLTllZjUtNmQ2NjkxNTE2NTY4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,58,6.4,"22,451","$889,352 "
1817,1818,8/6/2010,Middle Men,20000000,754301,754301,Paramount Vantage,R,Comedy,George Gallo,"George Gallo, Andy Weiss","Luke Wilson, Giovanni Ribisi, Gabriel Macht",105 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDYyZDAxMzMtM2I5Ni00Y2U1LTgwZDQtZmNlYzc4YzI2NGVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,60,6.8,"38,169","$754,301 "
1818,1819,12/3/2010,All Good Things,20000000,582024,873617,Magnolia Pictures,R,Drama,Andrew Jarecki,"Marcus Hinchey, Marc Smerling","Ryan Gosling, Kirsten Dunst, Frank Langella",101 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTcwMjIyMTc2Nl5BMl5BanBnXkFtZTcwOTQyMzc5Mw@@._V1_SX300.jpg,57,6.3,"58,596","$582,024 "
1819,1820,11/13/2015,By the Sea,20000000,538460,3727746,Universal,R,Drama,Angelina Jolie,Angelina Jolie,"Brad Pitt, Angelina Jolie, Mélanie Laurent",122 min,"English, French, Ukrainian","France, Malta, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTUyNDU2MDMxM15BMl5BanBnXkFtZTgwMzAzMTk1NjE@._V1_SX300.jpg,44,5.3,"22,222","$538,460 "
1820,1821,3/18/2005,Steamboy,20000000,468867,10468867,Sony Pictures,PG-13,Action,Katsuhiro Ôtomo,"Sadayuki Murai, Katsuhiro Ôtomo","Anna Paquin, Patrick Stewart, Alfred Molina",126 min,"Japanese, English",Japan,3 wins,https://m.media-amazon.com/images/M/MV5BZWFmNDg1MWMtOWRkNC00ODk2LTgzMTMtNGM2OTE2NmZjMWRjXkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_SX300.jpg,66,6.8,"18,432","$468,867 "
1821,1822,4/22/2005,The Game of Their Lives,20000000,375474,375474,IFC Films,PG,Drama,David Anspaugh,"Geoffrey Douglas, Angelo Pizzo","Wes Bentley, Gerard Butler, Gavin Rossdale",101 min,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE1NTg3MDkxN15BMl5BanBnXkFtZTcwNTg4ODgyMQ@@._V1_SX300.jpg,47,6.1,"3,481","$375,750 "
1822,1823,12/10/2010,The Tempest,20000000,277943,277943,Miramax,PG-13,Drama,Julie Taymor,"Julie Taymor, William Shakespeare","Helen Mirren, Felicity Jones, Djimon Hounsou",110 min,English,United States,Nominated for 1 Oscar. 2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTc4MzEyNDg1OV5BMl5BanBnXkFtZTcwMTk4NDY3Mw@@._V1_SX300.jpg,43,5.3,"8,119","$277,943 "
1823,1824,3/7/2008,長江七號 (CJ7),20000000,206678,47300771,Sony Pictures Classics,PG,Adventure,Stephen Chow,"Stephen Chow, Vincent Kok, Kan-Cheung Tsang","Stephen Chow, Yuqi Zhang, Jiao Xu",88 min,"Cantonese, Mandarin","Hong Kong, China",5 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMTUxNTQxNTY5OF5BMl5BanBnXkFtZTcwNjEyNjg1MQ@@._V1_SX300.jpg,46,6.4,"16,791","$207,378 "
1824,1825,9/18/2009,The Burning Plain,20000000,200730,1167092,Magnolia Pictures,R,Drama,Guillermo Arriaga,Guillermo Arriaga,"Charlize Theron, John Corbett, José María Yazpik",107 min,"English, Spanish","United States, Mexico, Argentina",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BM2Q3N2ZkMTEtMjA5NC00MzlhLWJmYTctMTU2MjZjYTg3YmJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,45,6.8,"20,949","$200,730 "
1825,1826,3/31/2004,The Touch,20000000,0,5918742,Miramax,PG-13,Adventure,Ingmar Bergman,Ingmar Bergman,"Elliott Gould, Bibi Andersson, Max von Sydow",115 min,"English, Swedish, French","Sweden, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMTUwNjFmODItYjAyOC00NDQ5LWI4MTYtY2I5YWI0N2E1ZjdiXkEyXkFqcGdeQXVyNzEyNjUwMTA@._V1_SX300.jpg,N/A,6.3,"2,124",N/A
1826,1827,8/29/2014,Dwegons and Leprechauns,20000000,0,0,,PG,Adventure,Tom Walsh,"Wray Arenz, Steven Lee Smeltzer, Adriana Stastny","Melissa Leo, Maggie Wheeler, Joey D. Vieira",98 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzU5ODYyNTUyNF5BMl5BanBnXkFtZTgwMjgwNzE1MjE@._V1_SX300.jpg,N/A,3,140,N/A
1827,1828,8/21/2009,Der Baader Meinhof Komplex,19700000,476270,16498827,Vitagraph Films,R,Action,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1828,1829,12/1/2017,The Shape of Water,19500000,63859435,189258193,Fox Searchlight,R,Drama,Guillermo del Toro,"Guillermo del Toro, Vanessa Taylor","Sally Hawkins, Octavia Spencer, Michael Shannon",123 min,"English, American Sign , Russian, French","United States, Mexico",Won 4 Oscars. 136 wins & 350 nominations total,https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,87,7.3,"437,901","$63,859,435 "
1829,1830,11/23/2012,De rouille et d’os,19500000,2061449,29393634,Sony Pictures Classics,R,Drama,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1830,1831,12/20/2006,The Painted Veil,19400000,8060487,15118795,Warner Independent,PG-13,Drama,John Curran,"Ron Nyswaner, W. Somerset Maugham","Naomi Watts, Edward Norton, Liev Schreiber",125 min,"English, Mandarin, French","China, United States, Canada",11 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTMzODg4MjU4OF5BMl5BanBnXkFtZTYwNDAzNTU3._V1_SX300.jpg,69,7.4,"95,139","$8,060,487 "
1831,1832,7/29/2011,The Devil's Double,19100000,1361512,5965646,Lionsgate,R,Drama,Lee Tamahori,"Michael Thomas, Latif Yahia, Emjay Rechsteiner","Dominic Cooper, Ludivine Sagnier, Raad Rawi",109 min,English,"Belgium, Netherlands",4 nominations,https://m.media-amazon.com/images/M/MV5BMjI2MjA3MTQ0N15BMl5BanBnXkFtZTcwNjc4NDYwNQ@@._V1_SX300.jpg,52,7.1,"63,435","$1,361,512 "
1832,1833,7/3/1985,Back to the Future,19000000,212259762,385524862,Universal,PG,Adventure,Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Lea Thompson",116 min,English,United States,Won 1 Oscar. 23 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,87,8.5,"1,266,466","$212,836,762 "
1833,1834,7/7/2000,Scary Movie,19000000,157019771,277200000,Miramax/Dimension,R,Comedy,Keenen Ivory Wayans,"Shawn Wayans, Marlon Wayans, Buddy Johnson","Anna Faris, Jon Abrahams, Marlon Wayans",88 min,English,United States,7 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMGEzZjdjMGQtZmYzZC00N2I4LThiY2QtNWY5ZmQ3M2ExZmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,48,6.2,"277,416","$157,019,771 "
1834,1835,6/24/2011,Bad Teacher,19000000,100292856,215448997,Sony Pictures,R,Comedy,Jake Kasdan,"Gene Stupnitsky, Lee Eisenberg","Cameron Diaz, Jason Segel, Justin Timberlake",92 min,English,United States,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTQ5NDI4MDM0Nl5BMl5BanBnXkFtZTcwNDYwODU2NA@@._V1_SX300.jpg,47,5.6,"209,703","$100,292,856 "
1835,1836,8/12/2016,Sausage Party,19000000,97670358,141354394,Sony Pictures,R,Comedy,"Conrad Vernon, Greg Tiernan","Kyle Hunter, Ariel Shaffir, Seth Rogen","Seth Rogen, Kristen Wiig, Jonah Hill",89 min,English,"United States, Canada",1 win & 26 nominations,https://m.media-amazon.com/images/M/MV5BMjkxOTk1MzY4MF5BMl5BanBnXkFtZTgwODQzOTU5ODE@._V1_SX300.jpg,66,6.1,"204,901","$97,685,686 "
1836,1837,9/11/2009,I Can Do Bad All By Myself,19000000,51733921,51733921,Lionsgate,PG-13,Comedy,Tyler Perry,Tyler Perry,"Tyler Perry, Taraji P. Henson, Adam Rodriguez",113 min,English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjEzODgyNzQ1Ml5BMl5BanBnXkFtZTcwMzc0OTY3Mg@@._V1_SX300.jpg,55,4.7,"10,587","$51,733,921 "
1837,1838,5/23/1980,The Shining,19000000,44017374,44728227,Warner Bros.,R,Horror,Stanley Kubrick,"Stephen King, Stanley Kubrick, Diane Johnson","Jack Nicholson, Shelley Duvall, Danny Lloyd",146 min,English,"United Kingdom, United States",6 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,66,8.4,"1,076,975","$45,634,352 "
1838,1839,10/26/2001,Thirteen Ghosts,19000000,41867960,68467960,Warner Bros.,R,Horror,N/A,N/A,Gilbert Adler,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTFkMzg1MDktNjU1YS00YjE5LThmOWMtY2E1ZDBhMmVmMTYzXkEyXkFqcGdeQXVyMjIxOTE5OTU@._V1_SX300.jpg,N/A,N/A,N/A,N/A
1839,1840,10/29/1999,House on Haunted Hill,19000000,40846082,65090541,Warner Bros.,R,Horror,William Malone,"Robb White, Dick Beebe","Geoffrey Rush, Famke Janssen, Taye Diggs",93 min,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,28,5.6,"59,152","$40,846,082 "
1840,1841,1/16/2009,Notorious,19000000,36843682,44972183,Fox Searchlight,R,Drama,Alfred Hitchcock,"Ben Hecht, Alfred Hitchcock, John Taintor Foote","Cary Grant, Ingrid Bergman, Claude Rains",102 min,"English, French, Portuguese",United States,Nominated for 2 Oscars. 3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,100,7.9,"105,207",N/A
1841,1842,11/8/2013,The Book Thief,19000000,21488481,76086711,20th Century Fox,PG-13,Drama,Brian Percival,"Markus Zusak, Michael Petroni","Sophie Nélisse, Geoffrey Rush, Emily Watson",131 min,"English, German","Germany, United States",Nominated for 1 Oscar. 9 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,53,7.5,"140,537","$21,488,481 "
1842,1843,10/19/2007,"Gone, Baby, Gone",19000000,20300218,34352162,Miramax,R,Drama,Ben Affleck,"Ben Affleck, Aaron Stockard, Dennis Lehane","Morgan Freeman, Ed Harris, Casey Affleck",114 min,English,United States,Nominated for 1 Oscar. 33 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BYmM2NDNiNGItMTRhMi00ZDA2LTgzOWMtZTE2ZjFhMDQ2M2U5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,72,7.6,"283,804","$20,292,962 "
1843,1844,7/26/2000,Thomas and the Magic Railroad,19000000,15911332,15911332,Destination Films,G,Adventure,Britt Allcroft,"Britt Allcroft, Wilbert Awdry, Rick Siggelkow","Alec Baldwin, Cody McMains, Russell Means",85 min,English,"United Kingdom, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BZTNkY2Y2NDQtMmEwMi00ODI3LTg1MzAtNmIzOGFkYWY0ZTFmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,19,4.2,"4,635","$15,933,506 "
1844,1845,9/20/2002,Sen to Chihiro no Kamikakushi,19000000,10049886,274949886,Walt Disney,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1845,1846,10/17/2008,Sex Drive,19000000,8402485,10412485,Summit Entertainment,R,Comedy,Sean Anders,"Sean Anders, John Morris, Andy Behrens","Josh Zuckerman, Clark Duke, Amanda Crew",109 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE0MTcyMzg5M15BMl5BanBnXkFtZTcwMDUyOTA4MQ@@._V1_SX300.jpg,49,6.5,"90,507","$8,402,485 "
1846,1847,1/9/1998,Firestorm,19000000,8123860,8123860,20th Century Fox,R,Action,Dean Semler,Chris Soth,"Howie Long, Scott Glenn, William Forsythe",89 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzc5MjhiYTctYmM4YS00MGUzLWJmYzAtMTE5ZGQyNzUzMjRlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,N/A,4.8,"4,201","$8,165,212 "
1847,1848,3/4/2011,Take Me Home Tonight,19000000,6928068,7576604,Relativity,R,Comedy,Michael Dowse,"Jackie Filgo, Jeff Filgo, Topher Grace","Topher Grace, Anna Faris, Dan Fogler",97 min,English,"United States, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_SX300.jpg,42,6.3,"54,681","$6,928,068 "
1848,1849,9/28/2012,Won't Back Down,19000000,5310554,5745503,20th Century Fox,PG,Drama,Daniel Barnz,"Brin Hill, Daniel Barnz","Viola Davis, Maggie Gyllenhaal, Holly Hunter",121 min,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTg2NzUyMzYxOF5BMl5BanBnXkFtZTcwOTc4NzY5Nw@@._V1_SX300.jpg,42,6.4,"6,811","$5,310,554 "
1849,1850,6/1/2018,Action Point,19000000,5059608,5103675,Paramount Pictures,R,Comedy,Tim Kirkby,"John Altschuler, Dave Krinsky, Johnny Knoxville","Johnny Knoxville, Eleanor Worthington-Cox, Chris Pontius",85 min,English,"United States, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BMjEyMTU5MTk1N15BMl5BanBnXkFtZTgwMzIzMzczNTM@._V1_SX300.jpg,36,5.1,"12,035","$5,059,608 "
1850,1851,8/16/1996,Kansas City,19000000,1353824,1353824,New Line,R,Drama,Robert Altman,"Robert Altman, Frank Barhydt","Jennifer Jason Leigh, Miranda Richardson, Harry Belafonte",116 min,English,"United States, France",3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BODE1ZjIwMjYtMmFhMC00NGZiLTgxNmUtYTVmYTg1MDg2NDBkXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,57,6.3,"5,282","$1,356,329 "
1851,1852,6/24/2005,George A. Romero's Land of the Dead,18975000,20700082,47751015,Universal,R,Horror,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1852,1853,12/6/2002,Adaptation,18500000,22498520,32531759,Sony Pictures,R,Comedy,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1853,1854,10/2/2009,The Invention of Lying,18500000,18451251,32679264,Warner Bros.,PG-13,Comedy,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill",100 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_SX300.jpg,58,6.3,"146,540","$18,451,251 "
1854,1855,5/22/1998,Fear and Loathing in Las Vegas,18500000,10680275,13711903,Universal,R,Comedy,Terry Gilliam,"Hunter S. Thompson, Terry Gilliam, Tony Grisoni","Johnny Depp, Benicio Del Toro, Tobey Maguire",118 min,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BY2RkY2M2N2QtZGY5ZS00YmVjLThmNTItY2ZkM2JlYmFhZWQyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,41,7.5,"295,998","$10,680,275 "
1855,1856,2/2/2001,Left Behind,18500000,4221341,4221341,Cloud Ten Pictures,PG-13,Drama,Vic Armstrong,"Paul Lalonde, John Patus, Tim LaHaye","Nicolas Cage, Lea Thompson, Cassi Thomson",110 min,English,"United States, Canada",5 nominations,https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_SX300.jpg,12,3.1,"41,762","$14,019,924 "
1856,1857,11/3/2006,Borat,18000000,128505958,261443242,20th Century Fox,R,Comedy,Larry Charles,"Sacha Baron Cohen, Anthony Hines, Peter Baynham","Sacha Baron Cohen, Ken Davitian, Luenell",84 min,"English, Romanian, Hebrew, Polish, Armenian","United States, United Kingdom",Nominated for 1 Oscar. 20 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_SX300.jpg,89,7.4,"429,984","$128,505,958 "
1857,1858,7/29/1994,The Mask,18000000,119920129,351620129,New Line,PG-13,Comedy,Chuck Russell,"Michael Fallon, Mark Verheiden, Mike Werb","Jim Carrey, Cameron Diaz, Peter Riegert",101 min,"English, Swedish",United States,Nominated for 1 Oscar. 6 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,56,6.9,"407,209","$119,938,730 "
1858,1859,6/3/1988,Big,18000000,114968774,151668774,20th Century Fox,PG,Comedy,Penny Marshall,"Gary Ross, Anne Spielberg","Tom Hanks, Elizabeth Perkins, Robert Loggia",104 min,"English, Spanish",United States,Nominated for 2 Oscars. 11 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMDQ1ODM5MTMtMjAwYi00ZGUxLTliNTMtN2ZhODAwMjVhMTRlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,73,7.3,"233,986","$115,227,281 "
1859,1860,7/13/2001,Legally Blonde,18000000,96493426,141809235,MGM,PG-13,Comedy,Robert Luketic,"Amanda Brown, Karen McCullah, Kirsten Smith","Reese Witherspoon, Luke Wilson, Selma Blair",96 min,"English, Vietnamese",United States,6 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_SX300.jpg,59,6.4,"236,363","$96,520,674 "
1860,1861,4/30/2004,Mean Girls,18000000,86047227,130953026,Paramount Pictures,PG-13,Comedy,Mark Waters,"Rosalind Wiseman, Tina Fey","Lindsay Lohan, Jonathan Bennett, Rachel McAdams",97 min,"English, German, Vietnamese, Swahili","United States, Canada",7 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,66,7.1,"412,245","$86,058,055 "
1861,1862,6/1/1984,Star Trek III: The Search for Spock,18000000,76471046,87000000,Paramount Pictures,PG,Adventure,Leonard Nimoy,"Gene Roddenberry, Harve Bennett","William Shatner, Leonard Nimoy, DeForest Kelley",105 min,"English, Klingon, Russian, French",United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMmFiMTczYjgtMWQwOC00MjFlLWFlZjUtMjJjNTcxNjAzY2Q1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,56,6.6,"84,676","$76,471,046 "
